question;a;b;c;answer;file;level;points;category;box
Jakiego okresu maksymalnie moøe dotyczyÊ kontrola drogowa czasu pracy kierowcy autobusu?;Dnia bieøπcego oraz poprzednich 28 dni.;Dnia bieøπcego oraz poprzednich 14 dni.;Bieøπcego oraz poprzedniego tygodnia.;A;6A311.jpg;1;3;D,D1;D3
Jak czÍsto naleøy pobieraÊ dane z karty kierowcy?;Nie rzadziej niø co 14 dni.;Nie rzadziej niø co 21 dni.;Nie rzadziej niø co 28 dni.;C;6A314.jpg;1;3;D,D1;D3
Do jakiego rodzaju czynnoúci kierowcy, zalicza siÍ utrzymanie w czystoúci autobusu?;Przerwa w pracy.;Inna praca.;Okres gotowoúci.;B;6A315.jpg;1;3;D,D1;D3
W jakiej pozycji naleøy ustawiÊ prze≥πcznik tachografu, jeøeli kierowca wykonuje czynnoúci zwiπzane z utrzymaniem autobusu w czystoúci?;A.;B.;C.;A;6A331.jpg;1;3;D,D1;D3
Jaki jest maksymalny czas pracy kierowcy w danej dobie, w przypadku gdy praca jest wykonywana w porze nocnej?;8 godzin.;10 godzin.;12 godzin.;B;6A333.jpg;1;3;D,D1;D3
Ile godzin minimalnie wynosi regularny okres dziennego odpoczynku kierowcy autobusu?;9 kolejnych godzin.;11 kolejnych godzin.;13 godzin.;B;6A334.jpg;1;3;D,D1;D3
Czy godziny, odbierane jako rekompensata za skrÛcony odpoczynek tygodniowy, mogπ byÊ dzielone?;Tak, na dwie rÛwne czÍúci.;Tak, zaleøy to od decyzji kierowcy.;Nie.;C;6A335.jpg;1;3;D,D1;D3
Ile godzin rekompensaty do odebrania pozosta≥o kierowcy, jeøeli wykorzysta≥ 35 godzin skrÛconego tygodniowego odpoczynku?;8 godzin.;10 godzin.;13 godzin.;B;6A338.jpg;1;3;D,D1;D3
Ile godzin rekompensaty do odebrania pozosta≥o kierowcy, jeøeli wykorzysta≥ 24 godziny skrÛconego tygodniowego odpoczynku?;24 godziny.;11 godzin.;21 godzin.;C;6A340.jpg;1;3;D,D1;D3
KtÛry z wymienionych czynnikÛw w zasadniczy sposÛb decyduje o d≥ugoúci drogi hamowania autobusu?;System kontroli trakcji, jeøeli pojazd jest w ten system wyposaøony.;Czas reakcji kierujπcego.;Rodzaj nawierzchni, po ktÛrej porusza siÍ pojazd.;C;;1;3;D,D1;D4
Do ktÛrego z wymienionych czynnikÛw naleøy dostosowaÊ odleg≥oúÊ autobusu od poprzedzajπcego go pojazdu?;Do doúwiadczenia kierujπcego.;Do panujπcych warunkÛw atmosferycznych i stanu nawierzchni.;Do dopuszczalnej prÍdkoúci na danym odcinku drogi.;B;6B102.jpg;1;3;D,D1;D4
Jak, w przybliøeniu, wzrasta d≥ugoúÊ drogi hamowania autobusu przy dwukrotnie wiÍkszej prÍdkoúci?;Dwukrotnie.;Trzykrotnie.;Czterokrotnie.;C;;1;3;D,D1;D4
Od czego, w zasadniczy sposÛb, zaleøy przyczepnoúÊ opon autobusu do suchej jezdni?;Od rodzaju nawierzchni tej jezdni.;Od mocy silnika.;Od sprawnoúci uk≥adu kierowniczego.;A;6B105.jpg;1;3;D,D1;D4
Z jakπ prÍdkoúciπ moøesz jechaÊ kierujπc autobusem?;Zapewniajπcπ panowanie nad pojazdem.;Dopuszczalnπ na danym odcinku niezaleønie od panujπcych warunkÛw na drodze.;Okreúlonπ przez ogranicznik prÍdkoúci niezaleønie od panujπcych warunkÛw na drodze.;A;6B111.jpg;1;3;D,D1;D4
Z jakπ prÍdkoúciπ moøesz jechaÊ kierujπc autobusem?;Dopuszczalnπ przez ogranicznik prÍdkoúci niezaleønie od natÍøenia ruchu.;Dopuszczalnπ na danym odcinku niezaleønie od panujπcych warunkÛw na drodze.;Nieutrudniajπcπ jazdy innym kierujπcym.;C;6B112.jpg;1;3;D,D1;D4
Jaki minimalny odstÍp od poprzedzajπcego pojazdu musisz zachowaÊ kierujπc autobusem poza obszarem zabudowanym w tunelu o d≥ugoúci przekraczajπcej 500 m?;30 m.;50 m.;80 m.;B;6B113.jpg;1;3;D,D1;D4
Jaki odstÍp od poprzedzajπcego pojazdu powinieneú zachowaÊ na drodze za tym znakiem kierujπc autobusem o d≥ugoúci powyøej 7 m?;Umoøliwiajπcy pojazdom wyprzedzajπcym bezpieczny wjazd przed autobus.;Co najmniej 50 m.;Co najmniej 80 m.;A;6B114.jpg;1;3;D,D1;D4
Jaki odstÍp od poprzedzajπcego pojazdu powinieneú zachowaÊ kierujπc autobusem w obszarze zabudowanym?;Umoøliwiajπcy pojazdom wyprzedzajπcym bezpieczny wjazd przed autobus.;Co najmniej 50 m na drodze jednojezdniowej.;NiezbÍdny do unikniÍcia zderzenia w razie hamowania poprzedzajπcego pojazdu.;C;6B115.jpg;1;3;D,D1;D4
Jaka odleg≥oúÊ powinna byÊ zachowana pomiÍdzy zorganizowanymi kolumnami autobusÛw?;Co najmniej 100 m.;Co najmniej 200 m.;Co najmniej 500 m.;C;;1;3;D,D1;D4
Jakie czynniki mogπ ograniczaÊ pole widzenia kierowcy autobusu?;W≥aúciwy sposÛb ustawienia kolumny kierowniczej.;åwiecπce diody z imieniem kierowcy umieszczone na przedniej szybie.;Reklamy umieszczone na bokach autobusu.;B;6B203.jpg;1;2;D,D1;D5
KtÛra czynnoúÊ moøe poprawiÊ bezpieczeÒstwo, gdy kierujesz autobusem we mgle?;W≥πczenie úwiate≥ drogowych.;Zachowanie wiÍkszego odstÍpu od poprzedzajπcego pojazdu.;W≥πczenie úwiate≥ przeciwmg≥owych tylnych bez wzglÍdu na panujπcπ widocznoúÊ.;B;6B204.jpg;1;2;D,D1;D5
KtÛry z poniøszych czynnikÛw ma negatywny wp≥yw na obserwacjÍ drogi przez kierujπcego autobusem?;ZmÍczenie, obniøajπce sprawnoúÊ wzroku.;Przewoøeni na siedzeniach pasaøerowie.;Ergonomia fotela pasaøera.;A;6B213.jpg;1;2;D,D1;D5
Co moøe zak≥ÛciÊ w≥aúciwy sposÛb obserwacji drogi w czasie kierowania autobusem w nocy?;Brak zdolnoúci rozrÛøniania kszta≥tÛw w mroku oraz wraøliwoúÊ na oúlepianie.;Uøywanie w≥aúciwie dobranych okularÛw do jazdy nocnej.;W≥aúciwa ostroúÊ wzroku kierujπcego.;A;6B216.jpg;1;2;D,D1;D5
Kiedy, kierujπc autobusem, podczas jazdy od zmierzchu do úwitu, moøesz uøywaÊ úwiate≥ drogowych?;Zawsze, jeúli nie oúlepiam innych kierujπcych.;Na nieoúwietlonych drogach, jeúli nie oúlepiam innych kierujπcych.;W gÍstej mgle ograniczajπcej widocznoúÊ poniøej 50 m.;B;6B223.jpg;1;2;D,D1;D5
Kiedy kierujπc autobusem masz obowiπzek wy≥πczyÊ tylne úwiat≥a przeciwmg≥owe?;Gdy widocznoúÊ wzroúnie do 30 m.;Gdy widocznoúÊ wzroúnie do 40 m.;Gdy widocznoúÊ wzroúnie powyøej 50 m.;C;6B224.jpg;1;2;D,D1;D5
Kiedy kierujπc autobusem masz obowiπzek prze≥πczyÊ úwiat≥a drogowe na úwiat≥a mijania?;Gdy z przeciwka nadjeødøa inny pojazd.;Gdy zaczyna padaÊ deszcz.;Gdy wjeødøasz na obszar zabudowany.;A;6B225.jpg;1;2;D,D1;D5
Kiedy kierujπc autobusem masz obowiπzek prze≥πczyÊ úwiat≥a drogowe na úwiat≥a mijania?;Zawsze gdy widzisz pojazd poprzedzajπcy.;Zawsze gdy istnieje moøliwoúÊ oúlepienia kierujπcego pojazdem poprzedzajπcym.;Zawsze gdy widzisz pojedynczego pieszego na jezdni.;B;6B226.jpg;1;2;D,D1;D5
W jakiej pozycji powinien byÊ ustawiony fotel kierujπcego autobusem?;Tak, by plecy kierujπcego nie przylega≥y do oparcia fotela.;Tak, by podczas wciskania peda≥u sprzÍg≥a noga by≥a ca≥kowicie wyprostowana.;Tak, by podczas wciúniÍtego ca≥kowicie peda≥u sprzÍg≥a noga by≥a lekko zgiÍta w kolanie.;C;6B301.jpg;1;3;D,D1;D6
Co, kierujπc autobusem, powinieneú widzieÊ w prawid≥owo ustawionych lusterkach zewnÍtrznych (bocznych)?;Tylko boki pojazdu.;Obszar za pojazdem i boki pojazdu.;Tylko sπsiedni pas ruchu.;B;;1;3;D,D1;D6
Na ktÛrym biegu rozpoczniesz jazdÍ autobusem do przodu w dobrych warunkach drogowych na p≥askim terenie?;Najniøszym okreúlonym przez producenta.;Trzecim, jeøeli autobus nie jest obciπøony.;Pierwszym skrzyni gÛrnej.;A;6B303.jpg;1;3;D,D1;D6
Jaki jest najbardziej efektywny sposÛb rozpÍdzania autobusu?;Poprzez osiπganie maksymalnych obrotÛw silnika na kolejnych biegach.;Poprzez takπ zmianÍ biegÛw, by obroty silnika nie by≥y niøsze niø wartoúÊ rozpoczynajπca zielone pole obrotomierza.;Poprzez wykorzystanie kolejno wszystkich biegÛw, nawet jeúli wskaünik obrotomierza jest na czerwonym polu.;B;6B304.jpg;1;3;D,D1;D6
W jaki sposÛb kierujπc autobusem skrÍcisz w prawo na skrzyøowaniu?;SkrÍcisz pod kπtem zbliøonym do prostego z uøyciem hamulca pomocniczego.;SkrÍcisz w prawo po zbliøeniu siÍ do prawej krawÍdzi jezdni bez wzglÍdu na wymiary pojazdu.;"Wybierzesz tor jazdy uwzglÍdniajπc to, øe podczas skrÍtu ty≥ autobusu ""zachodzi"".";C;6B310.jpg;1;3;D,D1;D6
Co powinien zrobiÊ kierowca autobusu przed rozpoczÍciem manewru cofania?;W razie potrzeby zapewniÊ sobie pomoc drugiej osoby.;SpojrzeÊ przez tylnπ szybÍ, czy nie ma przeszkÛd, wrÛciÊ na fotel kierowcy i rozpoczπÊ manewr.;W≥πczyÊ tylne úwiat≥a przeciwmg≥owe.;A;6B311.jpg;1;3;D,D1;D6
KtÛrπ z wymienionych czynnoúci, kierujπc autobusem, powinieneú wykonaÊ w celu uzyskania najwiÍkszej skutecznoúci hamowania silnikiem?;W≥πczyÊ wyøszy bieg.;WcisnπÊ peda≥ sprzÍg≥a.;W≥πczyÊ w miarÍ moøliwoúci jak najniøszy bieg.;C;6B317.jpg;1;3;D,D1;D6
KtÛry z systemÛw bezpieczeÒstwa stosowany w autobusach odpowiada za bardziej efektywny sposÛb hamowania?;System stabilizacji toru jazdy.;System kontroli trakcji.;System przeciwblokujπcy (ABS).;C;6C101.jpg;1;2;D,D1;D7
Jakπ funkcjÍ spe≥nia zwalniacz (retarder) stosowany w autobusach?;Przyczynia siÍ do bardziej efektywnego rozpÍdzania autobusu.;Daje moøliwoúÊ alternatywnego hamowania.;Zabezpiecza przed poúlizgiem, ktÛry moøe pojawiÊ siÍ w czasie hamowania.;B;6C104.jpg;1;2;D,D1;D7
Czy osoba doros≥a przewoøona autobusem na siedzeniu wyposaøonym w pasy bezpieczeÒstwa ma obowiπzek z nich korzystaÊ?;Tak.;Tak, ale tylko wtedy, gdy przed tym miejscem nie ma innych siedzeÒ.;Nie, gdyø ten obowiπzek nie dotyczy autobusu.;A;6C106.jpg;1;2;D,D1;D7
Ile moøe wynosiÊ ≥πczna masa przewoøonych w autobusie osÛb i ich bagaøu?;Tyle, ile wynosi dopuszczalna ≥adownoúÊ autobusu.;Tyle, ile wynosi dopuszczalna masa ca≥kowita autobusu.;Tyle, ile wynosi masa rzeczywista autobusu.;A;6C109.jpg;1;2;D,D1;D7
Gdzie powinien byÊ przewoøony bagaø w autobusie turystycznym?;Na siedzeniach pasaøera.;PomiÍdzy siedzeniami.;W lukach bagaøowych.;C;6C110.jpg;1;2;D,D1;D7
W jaki sposÛb powinien byÊ przewoøony autobusem turystycznym bagaø o ostro zakoÒczonych krawÍdziach?;PomiÍdzy siedzeniami.;W lukach bagaøowych.;Pod siedzeniami.;B;6C111.jpg;1;2;D,D1;D7
Czego nie moøesz robiÊ kierujπc autobusem przewoøπcym osoby?;S≥uchaÊ muzyki.;RozmawiaÊ przez telefon g≥oúnomÛwiπcy.;PaliÊ tytoniu.;C;6C112.jpg;1;2;D,D1;D7
Czego nie wolno Ci robiÊ kierujπc autobusem przewoøπcym osoby?;SpoøywaÊ pokarmÛw.;KorzystaÊ z nawigacji.;UøywaÊ CB radia.;A;6C113.jpg;1;2;D,D1;D7
Co masz obowiπzek zrobiÊ kierujπc autobusem przewoøπcym osoby przed ruszeniem z miejsca postoju?;Zawsze w≥πczyÊ kierunkowskaz.;UpewniÊ siÍ, øe drzwi w autobusie sπ zamkniÍte.;PoinformowaÊ pasaøerÛw o miejscu nastÍpnego postoju.;B;6C114.jpg;1;2;D,D1;D7
W ktÛrym z wymienionych przypadkÛw wymagane jest zezwolenie na wykonywanie krajowego transportu drogowego osÛb?;Przy wykonywaniu przewozÛw okazjonalnych.;Przy wykonywaniu przewozÛw regularnych.;Przy wykonywaniu przewozÛw wahad≥owych.;B;6C203.jpg;1;1;D,D1;D8
KtÛry dokument jest zobowiπzany mieÊ przy sobie kierujπcy autobusem podczas wykonywania przewozu drogowego osÛb?;LicencjÍ.;KserokopiÍ licencji potwierdzonπ notarialnie.;Wypis z licencji.;C;6C204.jpg;1;1;D,D1;D8
KtÛry dokument jest zobowiπzany mieÊ przy sobie kierujπcy, ktÛry wykonuje regularny przewÛz drogowy osÛb?;LicencjÍ wraz z obowiπzujπcym rozk≥adem jazdy.;Wypis z zezwolenia wraz z obowiπzujπcym rozk≥adem jazdy.;Orzeczenia lekarskie i psychologiczne.;B;6C205.jpg;1;1;D,D1;D8
KtÛry dokument jesteú zobowiπzany mieÊ przy sobie, gdy wykonujesz autobusem miÍdzynarodowy przewÛz okazjonalny?;LicencjÍ.;Formularz jazdy.;Wypis z porozumienia INTERBUS.;B;6C211.jpg;1;1;D,D1;D8
KtÛry dokument jesteú zobowiπzany mieÊ przy sobie, gdy wykonujesz autobusem miÍdzynarodowy przewÛz wahad≥owy?;Formularz jazdy.;Zaúwiadczenie drogowe.;KserokopiÍ licencji.;A;6C212.jpg;1;1;D,D1;D8
Jakie niezbÍdne czynnoúci powinien wykonaÊ kierowca autobusu w czasie wymiany ko≥a na drodze?;PozostawiÊ silnik w≥πczony.;UnieúÊ podnoúnikiem pojazd na tyle, by powsta≥ odstÍp pomiÍdzy oponπ a pod≥oøem pozwalajπcy na zamontowanie sprawnego ko≥a..;ZwolniÊ hamulec postojowy, øeby umoøliwiÊ swobodny obrÛt ko≥a.;B;6C301.jpg;1;1;D,D1;D9
Jakie niezbÍdne czynnoúci powinien wykonaÊ kierowca autobusu w czasie wymiany ko≥a?;UstawiÊ podnoúnik w miejscu wskazanym przez producenta.;Od≥πczyÊ akumulator.;Po wymianie dokrÍciÊ ko≥o maksymalnπ si≥π nie zwracajπc uwagi na moment dokrÍcania.;A;6C302.jpg;1;1;D,D1;D9
Jakie paliwo naleøy stosowaÊ do silnikÛw wysokoprÍønych w autobusach?;Olej opa≥owy.;Olej napÍdowy spe≥niajπcy odpowiedniπ normÍ.;Olej napÍdowy z naftπ w kaødych warunkach temperaturowych.;B;6C303.jpg;1;1;D,D1;D9
Czy moøesz dolewaÊ wody do uk≥adu ch≥odzπcego silnika autobusu?;Tak, ale tylko w sytuacjach awaryjnych i przy dodatnich temperaturach otoczenia.;Tak, ale tylko przy ujemnych temperaturach otoczenia.;Nie, w øadnej sytuacji.;A;6C306.jpg;1;1;D,D1;D9
Co zastosujesz do rozcieÒczania koncentratu bÍdπcego g≥Ûwnym sk≥adnikiem p≥ynu ch≥odzπcego?;WodÍ destylowanπ.;WodÍ wysokozmineralizowanπ.;WodÍ utlenionπ.;A;6C307.jpg;1;1;D,D1;D9
KtÛre podzespo≥y autobusu smarowane sπ olejem przek≥adniowym?;Silnik.;Skrzynia biegÛw.;Sworznie i przeguby.;B;6C311.jpg;1;1;D,D1;D9
Co powoduje powstanie zap≥onu w silniku wysokoprÍønym?;Ma≥e ciúnienie sprÍøania powietrza.;Niska temperatura sprÍøonego powietrza.;Wysoka temperatura powietrza.;C;6C315.jpg;1;1;D,D1;D9
W jaki sposÛb, kierujπc autobusem, moøesz stwierdziÊ nadmierny luz mechanizmu kierowniczego?;Po zwiÍkszonym ruchu ja≥owym na kole kierowniczym.;Po zwiÍkszonym zuøywaniu siÍ opony jednego z kÛ≥ tylnych.;Po zmniejszonym zuøyciu paliwa.;A;6C316.jpg;1;1;D,D1;D9
Jaki objaw úwiadczy o nieprawid≥owym dzia≥aniu urzπdzenia wspomagajπcego uk≥adu kierowniczego w autobusie?;Znacznie zmniejszony opÛr ruchu ko≥a kierownicy.;Boczne znoszenie kÛ≥ osi przedniej podczas jazdy po ≥uku drogi.;Znacznie zwiÍkszony opÛr ruchu ko≥a kierownicy.;C;6C317.jpg;1;1;D,D1;D9
Jakie objawy podczas kierowania autobusem úwiadczπ o nadmiernym luzie w przegubach uk≥adu kierowniczego?;TrudnoúÊ w utrzymaniu prostego toru jazdy.;ZwiÍkszony opÛr na kole kierownicy.;£atwoúÊ w utrzymaniu prostego toru jazdy.;A;6C318.jpg;1;1;D,D1;D9
Co moøe byÊ powodem nieszczelnoúci w pneumatycznym uk≥adzie hamulcowym stosowanym w autobusach?;Uszkodzenie zaworÛw powietrznych.;Nadmierne luzy na rozpieraczach szczÍk hamulcowych.;Zuøyte tarcze hamulcowe.;A;;1;1;D,D1;D9
KtÛry z wymienionych objawÛw moøe úwiadczyÊ o niesprawnoúci sprÍøarki powietrza uk≥adu hamulcowego w autobusie?;W czasie hamowania s≥ychaÊ syk powietrza w si≥owniku przeponowym.;Obniøone ciúnienie w uk≥adzie pneumatycznym.;Nag≥y wzrost ciúnienia w uk≥adzie hamulcowym.;B;;1;1;D,D1;D9
Jak powinieneú postπpiÊ w przypadku agresywnego, utrudniajπcego kierowanie pojazdem zachowania pasaøera wzglÍdem Ciebie lub innych podrÛønych?;KontynuowaÊ jazdÍ do najbliøszego komisariatu policji.;ZatrzymaÊ pojazd i wezwaÊ odpowiednie s≥uøby.;Nie podejmowaÊ øadnych dzia≥aÒ.;B;6D150.jpg;1;3;D,D1;D10
W jakiej odleg≥oúci za pojazdem naleøy umieúciÊ trÛjkπt ostrzegawczy w celu zabezpieczenia miejsca wypadku na drodze ekspresowej?;100 m.;30-50 m.;10 m.;A;6D151.jpg;1;3;D,D1;D10
O co, w pierwszej kolejnoúci, masz obowiπzek zadbaÊ w przypadku poøaru autokaru, ktÛrym kierujesz?;O bezpieczeÒstwo pasaøerÛw i w≥asne.;O zminimalizowanie uszkodzeÒ pojazdu.;O przewoøony bagaø.;A;6D152.jpg;1;3;D,D1;D10
Jak siÍ powinieneú zachowaÊ, gdy wewnπtrz autokaru, ktÛrym kierujesz, wybuch≥ poøar?;DojechaÊ do najbliøszego parkingu i rozpoczπÊ ewakuacjÍ pasaøerÛw.;ZatrzymaÊ pojazd, uruchomiÊ gaúnicÍ i prÛbowaÊ samodzielnie ugasiÊ ogieÒ.;ZatrzymaÊ pojazd, wy≥πczyÊ silnik i rozpoczπÊ ewakuacjÍ pasaøerÛw.;C;6D154.jpg;1;3;D,D1;D10
Czy ten znak zabrania Ci wyprzedzania tramwajem innych pojazdÛw na drodze?;;;;N;7A1101.jpg;0;1;PT;P1
Czy zbliøajπc siÍ do miejsca oznaczonego tym znakiem powinieneú zmniejszyÊ prÍdkoúÊ tak, aby nie naraziÊ na niebezpieczeÒstwo pieszych wchodzπcych na te miejsca?;;;;T;7A1102.jpg;0;1;PT;P1
Czy zbliøajπc siÍ do miejsca oznaczonego tym znakiem, powinieneú zmniejszyÊ prÍdkoúÊ tak, aby nie naraziÊ na niebezpieczeÒstwo pieszych lub rowerzystÛw znajdujπcych siÍ na przejúciu lub przejeüdzie?;;;;T;7A1103.jpg;0;1;PT;P1
Czy zbliøajπc siÍ do miejsca oznaczonego tym znakiem, powinieneú zmniejszyÊ prÍdkoúÊ tak, aby nie naraziÊ na niebezpieczeÒstwo wjeødøajπcych na nie rowerzystÛw?;;;;T;7A1104.jpg;0;1;PT;P1
Czy ten znak informuje o przejúciu dla pieszych, po ktÛrym mogπ przejeødøaÊ rowerzyúci?;;;;N;7A1105.jpg;0;1;PT;P1
Czy dopuszczalna prÍdkoúÊ tramwaju na drodze oznaczonej tym znakiem wynosi 25 km/h?;;;;N;7A1107.jpg;0;1;PT;P1
Czy to ograniczenie prÍdkoúci obowiπzuje kierujπcego tramwajem?;;;;T;7A1108.jpg;0;1;PT;P1
Czy ten znak zobowiπzuje CiÍ do zatrzymania tramwaju przed zwrotnicπ w kaødej sytuacji?;;;;T;7A1201.jpg;0;3;PT;P2
Czy ten znak ostrzega CiÍ o zwrotnicy wielostronnej?;;;;N;7A1202.jpg;0;3;PT;P2
Czy ten znak zakazuje Ci wjazdu tramwajem na zwrotnicÍ bez zatrzymania siÍ?;;;;T;7A1203.jpg;0;3;PT;P2
Czy ten znak ostrzega CiÍ o zbliøaniu siÍ do miejsca, w ktÛrym ruch tramwajÛw jest kierowany za pomocπ sygnalizacji úwietlnej?;;;;T;7A1205.jpg;0;3;PT;P2
Czy ten znak ostrzega o zbliøaniu siÍ do skrzyøowania, na ktÛrym tramwaj wzbudza wydzielonπ dla siebie fazÍ?;;;;T;7A1206.jpg;0;3;PT;P2
Czy ten znak ostrzega o zbliøaniu siÍ do znacznego wzniesienia toru tramwajowego o wartoúci podanej na znaku?;;;;N;7A1207.jpg;0;3;PT;P2
Czy ten znak ostrzega ciÍ o znacznym spadku pod≥uønym toru tramwajowego o wartoúci podanej na znaku?;;;;T;7A1208.jpg;0;3;PT;P2
Czy ten znak ostrzega ciÍ o znacznym wzniesieniu toru tramwajowego o wartoúci podanej na znaku?;;;;T;7A1209.jpg;0;3;PT;P2
Czy ten znak ostrzega ciÍ o zbliøaniu siÍ do skrzyøowania z sygnalizacjπ úwietlnπ, na ktÛrym skrÍcajπc podczas jego opuszczania, jesteú obowiπzany ustπpiÊ pierwszeÒstwa uczestnikom ruchu poruszajπcym siÍ na wprost?;;;;T;7A1210.jpg;0;3;PT;P2
Czy ten znak zobowiπzuje CiÍ do zachowania szczegÛlnej ostroønoúci?;;;;T;7A1211.jpg;0;3;PT;P2
Czy ten znak, zabrania Ci przekraczania prÍdkoúci, okreúlonej na znaku?;;;;T;7A1212.jpg;0;3;PT;P2
Czy zakaz wyraøony tym znakiem obowiπzuje od miejsca jego umieszczenia do najbliøszego skrzyøowania drÛg?;;;;N;7A1213.jpg;0;3;PT;P2
Czy zakaz wyraøony tym znakiem obowiπzuje od miejsca jego umieszczenia do najbliøszego skrzyøowania torÛw?;;;;T;7A1214.jpg;0;3;PT;P2
Czy ten znak zabrania ci wjazdu tramwajem na zwrotnicÍ dopÛki nie zostanie ona odblokowana?;;;;N;7A1215.jpg;0;3;PT;P2
Czy za tym znakiem moøesz jechaÊ z prÍdkoúciπ 20 km/h?;;;;T;7A1216.jpg;0;3;PT;P2
Czy w tej sytuacji masz prawo wjechaÊ za sygnalizator?;;;;T;7A203.jpg;0;2;PT;P3
Czy w tej sytuacji masz prawo kontynuowaÊ jazdÍ pomimo braku sygnalizatora tramwajowego?;;;;T;7A205.jpg;0;2;PT;P3
Czy w tej sytuacji wolno Ci skrÍciÊ w prawo na skrzyøowaniu?;;;;T;7A206.jpg;0;2;PT;P3
Czy widzπc ten sygna≥ moøesz skrÍciÊ w prawo?;;;;N;7A208.jpg;0;2;PT;P3
Czy widzπc ten sygna≥ masz prawo skrÍciÊ w lewo?;;;;T;7A209.jpg;0;2;PT;P3
Czy widzπc ten sygna≥ masz prawo wjechaÊ za sygnalizator?;;;;N;7A210.jpg;0;2;PT;P3
Czy ten sygna≥ oznacza, øe podczas skrÍtu w lewo nie wystÍpuje kolizja z innymi uczestnikami ruchu?;;;;T;7A211.jpg;0;2;PT;P3
Czy ten sygna≥ oznacza, øe podczas skrÍtu w lewo wystÍpuje kolizja z innymi uczestnikami ruchu?;;;;N;7A212.jpg;0;2;PT;P3
Czy kierujπc tramwajem, masz obowiπzek zatrzymaÊ siÍ na sygna≥ dawany przez umundurowanego policjanta?;;;;T;7A214.jpg;0;2;PT;P3
Czy w tej sytuacji masz pierwszeÒstwo przed samochodem osobowym sygnalizujπcym zamiar skrÍtu w lewo?;;;;T;7A3102.wmv;0;3;PT;P5
Czy kierujπc tramwajem i skrÍcajπc w lewo na skrzyøowaniu oznaczonym tym znakiem, masz pierwszeÒstwo przed pojazdami silnikowymi?;;;;T;7A3103.jpg;0;3;PT;P4
Czy kierujπc tramwajem i zbliøajπc siÍ do skrzyøowania oznaczonego tym znakiem, masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdom silnikowym nadjeødøajπcym z prawej strony?;;;;N;7A3104.jpg;0;3;PT;P4
Czy kierujπc tramwajem i zbliøajπc siÍ do skrzyøowania oznaczonego tym znakiem, masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdom silnikowym nadjeødøajπcym z lewej strony?;;;;N;7A3150.jpg;0;3;PT;P4
Czy w tej sytuacji masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z prawej strony?;;;;T;7A3250.wmv;0;3;PT;P5
Czy w tej sytuacji powinieneú ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;N;7A3251.wmv;0;3;PT;P5
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;N;7A3252.wmv;0;3;PT;P5
Czy w tej sytuacji masz pierwszeÒstwo przed pojazdem nadjeødøajπcym z prawej strony?;;;;T;7A3253.wmv;0;3;PT;P5
Czy w tej sytuacji masz pierwszeÒstwo przed pojazdami poruszajπcymi siÍ drogπ poprzecznπ?;;;;N;7A3254.wmv;0;3;PT;P5
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdom poruszajπcym siÍ drogπ poprzecznπ?;;;;T;7A3255.wmv;0;3;PT;P5
Czy w tej sytuacji powinieneú zatrzymaÊ siÍ bezpoúrednio przed sygnalizatorem nie zwracajπc uwagi na odbywajπcy siÍ ruch pojazdÛw po jezdni?;;;;N;7A3302.wmv;0;3;PT;P6
Czy w tej sytuacji masz prawo wjechaÊ na skrzyøowanie?;;;;T;7A3350.wmv;0;3;PT;P6
Czy w tej sytuacji masz obowiπzek zatrzymaÊ siÍ przed sygnalizatorem?;;;;N;7A3351.wmv;0;3;PT;P6
Czy w tej sytuacji masz prawo wjechaÊ za sygnalizator?;;;;N;7A3352.wmv;0;3;PT;P6
Czy w tej sytuacji masz prawo opuúciÊ skrzyøowanie bez zatrzymania?;;;;T;7A3353.wmv;0;3;PT;P6
Czy w tej sytuacji, zamierzajπc skrÍciÊ w lewo, masz prawo wjechaÊ za sygnalizator?;;;;N;7A3354.wmv;0;3;PT;P6
Czy w tej sytuacji masz prawo wjechaÊ za sygnalizator?;;;;N;7A3357.wmv;0;3;PT;P6
Czy widzπc takπ postawÍ policjanta kierujπcego ruchem moøesz wjechaÊ na skrzyøowanie?;;;;N;7A3450.jpg;0;3;PT;P7
Czy widzπc takπ postawÍ policjanta kierujπcego ruchem moøesz przejechaÊ na wprost przez skrzyøowanie?;;;;T;7A3451.jpg;0;3;PT;P7
Czy widzπc takπ postawÍ policjanta kierujπcego ruchem masz prawo wjechaÊ na skrzyøowanie z zamiarem skrÍtu w prawo?;;;;N;7A3452.jpg;0;3;PT;P7
Czy w tej sytuacji masz prawo kontynuowaÊ jazdÍ?;;;;N;7A4150.wmv;0;2;PT;P8
Czy w tej sytuacji masz obowiπzek zatrzymaÊ siÍ?;;;;T;7A4151.wmv;0;2;PT;P8
Czy w tej sytuacji wolno Ci skrÍciÊ w lewo bez zatrzymania?;;;;N;7A4152.wmv;0;2;PT;P8
